FID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,HSIPTHEMES,NAICSCODE,NAICSDESCR,ST_VENDOR,WEBSITE,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,x2,y2
52,INDIAN RIVER COUNTY HEALTH DEPARTMENT,772-794-7400,1900 27TH STREET, ,VERO BEACH,FL,32960,3383,INDIAN RIVER,12061,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.DOH.STATE.FL.US/CHDINDIANRIVER/INDEX.HTM,FLDOHOEO,LOCAL,0, ,-8950535.2576,3204571.4869
53,BRYAN COUNTY HEALTH DEPARTMENT,912-653-4331,430 LEDFORD STREET,PEMBROKE CLINIC,PEMBROKE,GA,31321, ,BRYAN,13029,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.GACHD.ORG/COUNTIES/BRYAN_COUNTY.PHP,TECHNIGRAPHICS,LOCAL,0, ,-9086480.4194,3780354.3832
54,MARTIN COUNTY HEALTH DEPARTMENT,772-221-4000,3441 SOUTHEAST WILLOUGHBY BOULEVARD, ,STUART,FL,34994, ,MARTIN,12085,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.MARTINCOUNTYHEALTH.COM/,FLDOHOEO,LOCAL,0, ,-8932509.235,3144025.4286
55,MONROE COUNTY HEALTH DEPARTMENT,305-293-7500,1100 SIMONTON STREET, ,KEY WEST,FL,33040,3110,MONROE,12087,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.DOH.STATE.FL.US/CHDMONROE/INDEX.HTML,FLDOHOEO,LOCAL,0, ,-9105638.2031,2820636.4028
56,ORANGE COUNTY HEALTH DEPARTMENT,407-858-1400,6101 LAKE ELLENOR DRIVE, ,ORLANDO,FL,32809,4616,ORANGE,12095,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.ORCHD.COM/,FLDOHOEO,LOCAL,0, ,-9061568.6538,3308354.14
57,PALM BEACH COUNTY HEALTH DEPARTMENT,561-840-4500,800 CLEMATIS STREET, ,WEST PALM BEACH,FL,33401,5107,PALM BEACH,12099,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.PBCHD.COM/,FLDOHOEO,LOCAL,0, ,-8912224.1266,3087676.1184
58,DICKINSON-IRON DISTRICT HEALTH DEPARTMENT,906-265-9913,601 WASHINGTON AVENUE, ,IRON RIVER,MI,49935,2140,IRON,26071,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.DIDHD.ORG,TECHNIGRAPHICS,LOCAL,0, ,-9866480.5914,5793637.73
59,DARLINGTON HEALTH DEPARTMENT,843-398-4400,305 RUSSELL STREET, ,DARLINGTON,SC,29532,3323,DARLINGTON,45031,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.DARCOSC.COM/,TECHNIGRAPHICS,LOCAL,0, ,-8890809.782,4069420.7385
60,DUPLIN COUNTY HEALTH SERVICES,910-296-2130,340 SEMINARY STREET, ,KENANSVILLE,NC,28349,8978,DUPLIN,37061,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.DUPLINCOUNTYNC.COM/GOVERNMENTOFFICES/HEALTHSERVICES.HTML,TECHNIGRAPHICS,LOCAL,0, ,-8679275.6849,4158922.9403
61,STEPHEN'S CROSSROADS HEALTH DEPARTMENT,843-399-5553,107 STATE HIGHWAY 57 NORTH,RALPH ELLIS BUILDING,LITTLE RIVER,SC,29566, ,HORRY,45051,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SCDHEC.GOV/HEALTH/REGION6/STEPHENS.HTM,TECHNIGRAPHICS,LOCAL,0, ,-8759209.864,4013481.2292
62,COOK COUNTY PUBLIC HEALTH AND HUMAN SERVICES,218-387-3620,411 WEST 2ND STREET, ,GRAND MARAIS,MN,55604, ,COOK,27031,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.COOK.MN.US/INDEX.PHP/GOVERNMENT/DEPARTMENTS/PUBLIC-HEALTH-AND-HUMAN-SERVICES,TECHNIGRAPHICS,LOCAL,0, ,-10056529.4005,6065783.0894
63,MARLBORO COUNTY HEALTH DEPARTMENT,843-479-6801,711 SOUTH PARSONAGE STREET, ,BENNETTSVILLE,SC,29512,4423,MARLBORO,45069,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8869188.855,4110498.4479
64,COASTAL HEALTH DISTRICT - ADMINISTRATIVE OFFICES,912-644-5200,24 OGLETHORPE PROFESSIONAL BOULEVARD, ,SAVANNAH,GA,31406,3613,CHATHAM,13051,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.GACHD.ORG/COUNTIES/COASTAL_HEALTH_DISTRICT.PHP,TECHNIGRAPHICS,LOCAL,0, ,-9029013.9134,3763801.7355
65,DUVAL COUNTY HEALTH DEPARTMENT,904-253-1000,900 UNIVERSITY BOULEVARD NORTH, ,JACKSONVILLE,FL,32211,9203,DUVAL,12031,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.DCHD.NET/,FLDOHOEO,LOCAL,0, ,-9084271.0511,3545967.2422
66,MOUNT PLEASANT HEALTH DEPARTMENT,843-856-1210,1189 IRON BRIDGE DRIVE, ,MOUNT PLEASANT,SC,29466,7401,CHARLESTON,45019,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8885837.8067,3873049.0649
67,PUTNAM COUNTY HEALTH DEPARTMENT,386-326-3200,2801 KENNEDY STREET, ,PALATKA,FL,32177,4109,PUTNAM,12107,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,FLDOHOEO,LOCAL,0, ,-9090160.6854,3457964.2249
68,SEMINOLE COUNTY HEALTH DEPARTMENT,407-665-3000,400 WEST AIRPORT BOULEVARD, ,SANFORD,FL,32773,5489,SEMINOLE,12117,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://SEMINOLECOHEALTH.COM/,FLDOHOEO,LOCAL,0, ,-9048615.0733,3346895.4845
69,HIGHLANDS COUNTY HEALTH DEPARTMENT,863-386-6040,7205 SOUTH GEORGE BOULEVARD, ,SEBRING,FL,33875,5847,HIGHLANDS,12055,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.HEALTHYHIGHLANDS.COM/,FLDOHOEO,LOCAL,0, ,-9063732.6132,3178150.7834
70,FLAGLER COUNTY HEALTH DEPARTMENT,386-437-7350,301 SOUTH LEMON STREET, ,BUNNELL,FL,32110,6212,FLAGLER,12035,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://HEALTH.FLAGLERCOUNTY.ORG/,FLDOHOEO,LOCAL,0, ,-9044721.8708,3435462.4282
71,GLADES COUNTY HEALTH DEPARTMENT,863-946-0707,956 UNITED STATES HIGHWAY 27 SOUTH, ,MOORE HAVEN,FL,33471, ,GLADES,12043,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://DOH.STATE.FL.US/CHDGLADES/HOME.HTML,FLDOHOEO,LOCAL,0, ,-9028386.3673,3102642.2118
72,COLUMBUS COUNTY HEALTH DEPARTMENT,910-641-3914,304 JEFFERSON STREET,MILLER BUILDING,WHITEVILLE,NC,28472,3602,COLUMBUS,37047,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.COLUMBUSCO.ORG/DOTNETNUKE_2/DEFAULT.ASPX?ALIAS=WWW.COLUMBUSCO.ORG/DOTNETNUKE_2/HEALTH,TECHNIGRAPHICS,LOCAL,0, ,-8760633.3144,4074221.759
73,HARTSVILLE PUBLIC HEALTH DEPARTMENT,843-332-7303,130 CAMDEN AVENUE, ,HARTSVILLE,SC,29550, ,DARLINGTON,45031,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SCDHEC.GOV/HEALTH/REGION4/,TECHNIGRAPHICS,LOCAL,0, ,-8913245.3999,4078730.5908
74,MARQUETTE COUNTY HEALTH DEPARTMENT,906-475-9977,184 UNITED STATES HIGHWAY 41 EAST, ,NEGAUNEE,MI,49866, ,MARQUETTE,26103,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.MQTHEALTH.ORG,TECHNIGRAPHICS,LOCAL,0, ,-9746026.3586,5865620.5443
75,CLAY COUNTY HEALTH DEPARTMENT,904-529-2800,1305 IDLEWILD AVENUE, ,GREEN COVE SPRINGS,FL,32043,3804,CLAY,12019,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.DOH.STATE.FL.US/CHDCLAY/INDEX.HTM,FLDOHOEO,LOCAL,0, ,-9093871.4887,3501921.5832
76,SUMMERVILLE PUBLIC HEALTH DEPARTMENT,843-832-0041,500 NORTH MAIN STREET, ,SUMMERVILLE,SC,29483,6439,DORCHESTER,45035,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SCDHEC.GOV/HEALTH/REGION7/SVILLE.HTM,TECHNIGRAPHICS,LOCAL,0, ,-8924670.9159,3898781.3058
77,SCREVEN COUNTY HEALTH DEPARTMENT,912-564-2182,416 PINE STREET, ,SYLVANIA,GA,30467,2036,SCREVEN,13251,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.ECPHD.COM/COMMON/CONTENT.ASP?PAGE=343,TECHNIGRAPHICS,LOCAL,0, ,-9089435.0683,3861667.4912
78,GLYNN COUNTY HEALTH DEPARTMENT,912-264-3961,2747 4TH STREET, ,BRUNSWICK,GA,31520,3714,GLYNN,13127,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.GACHD.ORG/COUNTIES/GLYNN_COUNTY_HEALTH_DEPARTMENT_1.PHP,TECHNIGRAPHICS,LOCAL,0, ,-9070276.783,3656376.4422
79,FAIRFIELD COUNTY HEALTH DEPARTMENT,803-635-6481,1136 KINCAID BRIDGE ROAD, ,WINNSBORO,SC,29180,7116,FAIRFIELD,45039,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9028376.9701,4078872.4396
80,WILLIAMSBURG HEALTH DEPARTMENT,843-355-6012,520 THURGOOD MARSHALL HIGHWAY, ,KINGSTREE,SC,29556,4108,WILLIAMSBURG,45089,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SCDHEC.GOV/HEALTH/REGION6/WILLIAMSBURG.HTM,TECHNIGRAPHICS,LOCAL,0, ,-8885128.3023,3983170.9095
81,CLARENDON COUNTY HEALTH DEPARTMENT,803-435-8168,110 EAST BOYCE STREET, ,MANNING,SC,29102,3408,CLARENDON,45027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8928682.5286,3987819.1289
82,UNION COUNTY HEALTH DEPARTMENT,704-296-4800,1224 WEST ROOSEVELT BOULEVARD, ,MONROE,NC,28110,2820,UNION,37179,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.UNION.NC.US/HUMANSERVICES/HEALTHDEPARTMENT/TABID/298/DEFAULT.ASPX,TECHNIGRAPHICS,LOCAL,0, ,-8965701.8513,4163224.7289
83,YORK COUNTY HEALTH DEPARTMENT,803-684-7004,116 NORTH CONGRESS STREET, ,YORK,SC,29745,1531,YORK,45091,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9043472.1832,4163555.4911
84,MARINETTE COUNTY HEALTH DEPARTMENT,715-732-7670,2500 HALL AVENUE,SUITE C,MARINETTE,WI,54143,1604,MARINETTE,55075,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.MARINETTECOUNTY.COM/DEPARTMENTS/?DEPARTMENT=62DA00D6DE74,WIDHS,LOCAL,0, ,-9756129.3713,5637239.3364
85,DILLON COUNTY HEALTH DEPARTMENT,843-774-5611,201 WEST HAMPTON STREET, ,DILLON,SC,29536,3333,DILLON,45033,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8835946.5251,4084929.8228
86,VILAS COUNTY HEALTH DEPARTMENT,715-479-3656,330 COURT STREET,VILAS COUNTY COURTHOUSE,EAGLE RIVER,WI,54521,8362,VILAS,55125,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.VILASPUBLICHEALTH.COM/,WIDHS,LOCAL,0, ,-9935289.446,5767571.0575
87,TAYLOR COUNTY HEALTH DEPARTMENT,715-748-1410,224 SOUTH 2ND STREET, ,MEDFORD,WI,54451,1811,TAYLOR,55119,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.TAYLOR.WI.US/DEPARTMENTS/HEALTH/HEALTH.HTML,WIDHS,LOCAL,0, ,-10056812.2646,5643113.0638
88,IRON COUNTY HEALTH DEPARTMENT,715-561-2191,502 COPPER STREET,SUITE 2,HURLEY,WI,54534,1345,IRON,55051,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.IRON.WI.GOV/LOCALGOV_DEPARTMENTS_DETAILS.ASP?DEPTID=255&LOCID=180,WIDHS,LOCAL,0, ,-10039512.1858,5852620.8653
89,LINCOLN COUNTY HEALTH DEPARTMENT,715-536-0307,607 NORTH SALES STREET, ,MERRILL,WI,54452,1624,LINCOLN,55069,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.LINCOLN.WI.US/DEPARTMENTS/?DEPARTMENT=2D7035FF40BB,WIDHS,LOCAL,0, ,-9982113.9248,5650812.2486
90,CAMDEN COUNTY HEALTH DEPARTMENT - KINGSLAND CLINIC,912-729-4554,600 NORTH CHARLES GILMAN JUNIOR AVENUE, ,KINGSLAND,GA,31548,6290,CAMDEN,13039,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.GACHD.ORG/COUNTIES/CAMDEN_COUNTY_HEALTH_DEPARTMEN.PHP,TECHNIGRAPHICS,LOCAL,0, ,-9088713.814,3606447.0577
91,RUSK COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,715-532-2299,311 MINER AVENUE EAST,SUITE C220,LADYSMITH,WI,54848,2827,RUSK,55107,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.RUSKCOUNTY.ORG/SERVICES/HHS_PHEALTH.ASP,WIDHS,LOCAL,0, ,-10140977.6265,5694978.1965
92,SAWYER COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,715-634-4806,10610 MAIN STREET, ,HAYWARD,WI,54843,6595,SAWYER,55113,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SAWYERCOUNTYGOV.ORG/COUNTYDEPARTMENTS/HEALTHHUMANSERVICES/TABID/103/DEFAULT.ASPX,WIDHS,LOCAL,0, ,-10184232.4055,5783025.4577
93,LANGLADE COUNTY HEALTH DEPARTMENT,715-627-6250,1225 LANGLADE ROAD, ,ANTIGO,WI,54409,2762,LANGLADE,55067,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.LANGLADE.WI.US/HEALTH.HTM,WIDHS,LOCAL,0, ,-9922220.5698,5644859.5835
94,PRICE COUNTY HEALTH DEPARTMENT,715-339-3054,104 SOUTH EYDER AVENUE,NORMAL BUILDING,PHILLIPS,WI,54555,1342,PRICE,55099,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.PRICE.WI.US/GOVERNMENT/HEALTHDEPARTMENT/DEFAULT.HTM,WIDHS,LOCAL,0, ,-10063258.6613,5730280.5234
95,SCOTLAND COUNTY HEALTH DEPARTMENT,910-277-2440,1405 WEST BOULEVARD, ,LAURINBURG,NC,28352,9170,SCOTLAND,37165,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.SCOTLANDCOUNTYHEALTH.ORG,TECHNIGRAPHICS,LOCAL,0, ,-8848923.4384,4131182.1766
96,NEW HANOVER COUNTY HEALTH DEPARTMENT,910-798-6500,2029 SOUTH 17TH STREET, ,WILMINGTON,NC,28401,6600,NEW HANOVER,37129,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.NHCGOV.COM/AGNANDDPT/HLTH/PAGES/DEPTINFO.ASPX,TECHNIGRAPHICS,LOCAL,0, ,-8674390.1008,4056719.2749
97,DEPARTAMENTO DE SALUD,787-274-7676,CALLE MAGA,"EDIFICIO E ALTOS, AREA CENTRO MEDICO",SAN JUAN,PR,00935, ,SAN JUAN,72127,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,NAVTEQ,HTTP://WWW.SALUD.GOV.PR/PAGES/DEFAULT.ASPX,TECHNIGRAPHICS,STATE,0, ,-7355602.6077,2083248.7171
98,RICHMOND COUNTY HEALTH DEPARTMENT,910-997-8300,127 CAROLINE STREET, ,ROCKINGHAM,NC,28379,3567,RICHMOND,37153,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,PUBLICHEALTH.SOUTHERNREGIONALAHEC.ORG/RICHMOND,TECHNIGRAPHICS,LOCAL,0, ,-8880817.8427,4155634.6283
99,JONES COUNTY HEALTH DEPARTMENT,252-448-9111,418 NC HIGHWAY 58 NORTH,JONES COUNTY COMPLEX,TRENTON,NC,28585, ,JONES,37103,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.JONESCOUNTYHEALTH.COM/?PAGE_ID=40,TECHNIGRAPHICS,LOCAL,0, ,-8612008.3458,4173154.161
100,GEORGETOWN COUNTY HEALTH DEPARTMENT,843-546-5593,531 LAFAYETTE CIRCLE, ,GEORGETOWN,SC,29440,2569,GEORGETOWN,45043,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SCDHEC.GOV/HEALTH/REGION6/GEORGETOWN.HTM,TECHNIGRAPHICS,LOCAL,0, ,-8827539.9739,3946514.5919
101,ROBESON COUNTY HEALTH DEPARTMENT,910-671-3200,460 COUNTRY CLUB ROAD, ,LUMBERTON,NC,28360,9494,ROBESON,37155,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,PUBLICHEALTH.SOUTHERNREGIONALAHEC.ORG/ROBESON,TECHNIGRAPHICS,LOCAL,0, ,-8801293.3508,4113466.8671
102,SAMPSON COUNTY HEALTH DEPARTMENT,910-592-1131,360 COUNTY COMPLEX ROAD, ,CLINTON,NC,28328,4778,SAMPSON,37163,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SCPFHC.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-8715790.0326,4161093.7584
